,The University of Michigan,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
0,"Graduates by Campus, Field of Specialization, and Degree Level",,,,,,,,
1,2015-2016,,,,,,,,
2,,,,,,,,,
3,,,,,,,,,
4,,,Degrees,,,,,,
5,,,,,,,Doctor's,Intermediate,Certificate of
6,,,Total,Bachelor,Master,Doctor,Professional,Professional,Candidacy
7,,,,,,,Practice,,
8,,,,,,,,,
9,Total,,17684,9648,5459,973,682,2,920
10,              Ann Arbor,,13844,7074,4322,844,682,2,920
11,              Dearborn,,1980,1302,671,7,0,0,0
12,              Flint,,1860,1272,466,122,0,0,0
13,,,,,,,,,
14,The University of Michigan - Ann Arbor,,,,,,,,
15,Accounting,,,,,,,,
16,,Business Administration,101,0,101,0,0,0,0
17,Acute Care Pediatric Nurse Practitioner,,,,,,,,
18,,Rackham,6,0,6,0,0,0,0
19,Adult/Gerontology Primary Care Nurse Practitioner,,,,,,,,
20,,Rackham,11,0,11,0,0,0,0
21,Adult-Gerontology Acute Care Clinical Nurse Spec,,,,,,,,
22,,Rackham,1,0,1,0,0,0,0
23,Adult-Gerontology Acute Care Nurse Practitioner,,,,,,,,
24,,Rackham,24,0,24,0,0,0,0
25,Aerospace Engineering,,,,,,,,
26,,Engineering,111,111,0,0,0,0,0
27,,Rackham,84,0,59,13,0,0,12
28,African American Diasporic Studies,,,,,,,,
29,,Rackham,0,0,0,0,0,0,0
30,Afroamerican and African Studies,,,,,,,,
31,,Literature Science & the Arts,8,8,0,0,0,0,0
32,American Culture,,,,,,,,
33,,Literature Science & the Arts,17,17,0,0,0,0,0
34,,Rackham,18,0,5,7,0,0,6
35,Ancient Civilizations and Biblical Studies,,,,,,,,
36,,Literature Science & the Arts,2,2,0,0,0,0,0
37,Anthropology,,,,,,,,
38,,Literature Science & the Arts,55,55,0,0,0,0,0
39,,Rackham,37,0,10,9,0,0,18
40,Anthropology and History,,,,,,,,
41,,Rackham,11,0,0,9,0,0,2
42,Applied and Interdisciplinary Mathematics,,,,,,,,
43,,Rackham,12,0,6,3,0,0,3
44,Applied Climate,,,,,,,,
45,,Engineering,2,0,2,0,0,0,0
46,Applied Economics,,,,,,,,
47,,Rackham,55,0,55,0,0,0,0
48,Applied Physics,,,,,,,,
49,,Rackham,27,0,6,10,0,0,11
50,Applied Statistics,,,,,,,,
51,,Rackham,46,0,46,0,0,0,0
52,Arabic Studies,,,,,,,,
53,,Rackham,5,0,5,0,0,0,0
54,"Arabic,Armenian,Persian,Turkish & Islamic Studies",,,,,,,,
55,,Literature Science & the Arts,12,12,0,0,0,0,0
56,Architecture,,,,,,,,
57,,Architecture & Urban Planning,149,57,92,0,0,0,0
58,,Rackham,9,0,3,2,0,0,4
59,Architecture Design and Research,,,,,,,,
60,,Rackham,19,0,19,0,0,0,0
61,Architecture Three Plus,,,,,,,,
62,,Architecture & Urban Planning,37,0,37,0,0,0,0
63,Archives and Records Management,,,,,,,,
64,,Graduate Information,18,0,18,0,0,0,0
65,Art,,,,,,,,
66,,Rackham,7,0,7,0,0,0,0
67,Art and Design,,,,,,,,
68,,Art and Design,129,129,0,0,0,0,0
69,Arts and Ideas,,,,,,,,
70,,Literature Science & the Arts,11,11,0,0,0,0,0
71,,LSA Residential College,1,1,0,0,0,0,0
72,Asian Languages and Cultures,,,,,,,,
73,,Rackham,4,0,0,3,0,0,1
74,Asian Studies,,,,,,,,
75,,Literature Science & the Arts,33,33,0,0,0,0,0
76,Asian Studies: China,,,,,,,,
77,,Rackham,7,0,7,0,0,0,0
78,Asian Studies: Japan,,,,,,,,
79,,Rackham,2,0,2,0,0,0,0
80,Astronomy and Astrophysics,,,,,,,,
81,,Literature Science & the Arts,10,10,0,0,0,0,0
82,,Rackham,14,0,6,5,0,0,3
83,Athletic Training,,,,,,,,
84,,Kinesiology,11,11,0,0,0,0,0
85,"Atmospheric, Oceanic and Space Sciences",,,,,,,,
86,,Rackham,21,0,12,6,0,0,3
87,Automotive Engineering,,,,,,,,
88,,Engineering,25,0,25,0,0,0,0
89,Biochemistry,,,,,,,,
90,,Literature Science & the Arts,61,61,0,0,0,0,0
91,Bioinformatics,,,,,,,,
92,,Rackham,28,0,12,10,0,0,6
93,Biological Chemistry,,,,,,,,
94,,Rackham,19,0,9,5,0,0,5
95,Biology,,,,,,,,
96,,Literature Science & the Arts,60,60,0,0,0,0,0
97,Biomedical Engineering,,,,,,,,
98,,Engineering,73,73,0,0,0,0,0
99,,Rackham,102,0,71,19,0,0,12
100,Biomolecular Science,,,,,,,,
101,,Literature Science & the Arts,141,141,0,0,0,0,0
102,Biophysics,,,,,,,,
103,,Literature Science & the Arts,6,6,0,0,0,0,0
104,,Rackham,17,0,0,6,0,0,11
105,"Biopsychology, Cognition and Neuroscience",,,,,,,,
106,,Literature Science & the Arts,346,346,0,0,0,0,0
107,Biostatistics,,,,,,,,
108,,Public Health,1,0,1,0,0,0,0
109,,Rackham,58,0,31,11,0,0,16
110,"Brain, Behavior, and Cognitive Sciences",,,,,,,,
111,,Literature Science & the Arts,1,1,0,0,0,0,0
112,Business Administration,,,,,,,,
113,,Business Administration,1267,497,770,0,0,0,0
114,,Rackham,33,0,1,20,0,0,12
115,Cancer Biology,,,,,,,,
116,,Rackham,9,0,1,4,0,0,4
117,Cell and Developmental Biology,,,,,,,,
118,,Rackham,6,0,0,2,0,0,4
119,Cellular and Molecular Biology,,,,,,,,
120,,Literature Science & the Arts,96,96,0,0,0,0,0
121,,Rackham,18,0,3,15,0,0,0
122,Chamber Music,,,,,,,,
123,,"Music, Theatre & Dance",2,0,2,0,0,0,0
124,Chamber Music (Strings),,,,,,,,
125,,"Music, Theatre & Dance",4,0,4,0,0,0,0
126,Chamber Music (Winds),,,,,,,,
127,,"Music, Theatre & Dance",9,0,9,0,0,0,0
128,Chemical Biology,,,,,,,,
129,,Rackham,27,0,10,9,0,0,8
130,Chemical Engineering,,,,,,,,
131,,Engineering,173,173,0,0,0,0,0
132,,Rackham,77,0,39,10,0,0,28
133,Chemical Science,,,,,,,,
134,,Literature Science & the Arts,2,2,0,0,0,0,0
135,Chemistry,,,,,,,,
136,,Literature Science & the Arts,23,23,0,0,0,0,0
137,,Rackham,120,0,32,50,0,0,38
138,Child Welfare,,,,,,,,
139,,Social Work,0,0,0,0,0,0,0
140,Church Music,,,,,,,,
141,,"Music, Theatre & Dance",2,0,2,0,0,0,0
142,Civil Engineering,,,,,,,,
143,,Engineering,46,46,0,0,0,0,0
144,,Rackham,51,0,27,6,0,0,18
145,Classical Archaeology,,,,,,,,
146,,Literature Science & the Arts,6,6,0,0,0,0,0
147,Classical Art and Archaeology,,,,,,,,
148,,Rackham,11,0,1,5,0,0,5
149,Classical Civilization,,,,,,,,
150,,Literature Science & the Arts,5,5,0,0,0,0,0
151,Classical Language and Literature,,,,,,,,
152,,Literature Science & the Arts,7,7,0,0,0,0,0
153,Classical Performance,,,,,,,,
154,,"Music, Theatre & Dance",4,4,0,0,0,0,0
155,Classical Studies,,,,,,,,
156,,Rackham,12,0,4,5,0,0,3
157,Classical Studies-Latin,,,,,,,,
158,,Rackham,2,0,2,0,0,0,0
159,Clinical Research,,,,,,,,
160,,Rackham,11,0,11,0,0,0,0
161,Clinical Research Des and Statistical Analysis,,,,,,,,
162,,Rackham,2,0,2,0,0,0,0
163,Cognitive Science,,,,,,,,
164,,Literature Science & the Arts,31,31,0,0,0,0,0
165,Collaborative Piano,,,,,,,,
166,,"Music, Theatre & Dance",2,0,2,0,0,0,0
167,Communication,,,,,,,,
168,,Literature Science & the Arts,233,233,0,0,0,0,0
169,,Rackham,8,0,0,3,0,0,5
170,Community Organization,,,,,,,,
171,,Social Work,67,0,67,0,0,0,0
172,Comparative Literature,,,,,,,,
173,,Literature Science & the Arts,7,7,0,0,0,0,0
174,,Rackham,11,0,2,5,0,0,4
175,Complex Systems,,,,,,,,
176,,Rackham,0,0,0,0,0,0,0
177,Composition,,,,,,,,
178,,"Music, Theatre & Dance",8,5,3,0,0,0,0
179,Computational Discovery and Engineering,,,,,,,,
180,,Rackham,0,0,0,0,0,0,0
181,Computer Engineering,,,,,,,,
182,,Engineering,81,81,0,0,0,0,0
183,Computer Science,,,,,,,,
184,,Engineering,315,315,0,0,0,0,0
185,,Literature Science & the Arts,166,166,0,0,0,0,0
186,Computer Science and Engineering,,,,,,,,
187,,Rackham,149,0,86,30,0,0,33
188,Conducting (Band),,,,,,,,
189,,"Music, Theatre & Dance",1,0,1,0,0,0,0
190,Conducting (Choral),,,,,,,,
191,,"Music, Theatre & Dance",1,0,1,0,0,0,0
192,Conducting (Orchestral),,,,,,,,
193,,"Music, Theatre & Dance",2,0,2,0,0,0,0
194,Construction Engineering and Management,,,,,,,,
195,,Engineering,5,0,5,0,0,0,0
196,,Rackham,8,0,8,0,0,0,0
197,Creative Writing,,,,,,,,
198,,Rackham,22,0,22,0,0,0,0
199,Creative Writing - Literature,,,,,,,,
200,,Literature Science & the Arts,26,26,0,0,0,0,0
201,Dance,,,,,,,,
202,,"Music, Theatre & Dance",5,5,0,0,0,0,0
203,,Rackham,4,0,4,0,0,0,0
204,Data Science,,,,,,,,
205,,Engineering,1,1,0,0,0,0,0
206,,Literature Science & the Arts,2,2,0,0,0,0,0
207,,Rackham,0,0,0,0,0,0,0
208,Dental Hygiene,,,,,,,,
209,,Dental Hygiene,29,29,0,0,0,0,0
210,,Rackham,2,0,2,0,0,0,0
211,Dentistry,,,,,,,,
212,,Dentistry,114,0,0,0,114,0,0
213,Design & Production,,,,,,,,
214,,"Music, Theatre & Dance",6,6,0,0,0,0,0
215,Design Science,,,,,,,,
216,,Rackham,7,0,2,1,0,0,4
217,Drama,,,,,,,,
218,,Literature Science & the Arts,8,8,0,0,0,0,0
219,Earth and Environmental Sciences,,,,,,,,
220,,Literature Science & the Arts,59,59,0,0,0,0,0
221,,Rackham,25,0,7,9,0,0,9
222,Earth System Science,,,,,,,,
223,,Literature Science & the Arts,1,1,0,0,0,0,0
224,Earth Systems Science and Engineering,,,,,,,,
225,,Engineering,7,7,0,0,0,0,0
226,Ecology and Evolutionary Biology,,,,,,,,
227,,Literature Science & the Arts,35,35,0,0,0,0,0
228,,Rackham,33,0,14,6,0,0,13
229,Economics,,,,,,,,
230,,Literature Science & the Arts,506,506,0,0,0,0,0
231,,Rackham,62,0,14,24,0,0,24
232,Education and Psychology,,,,,,,,
233,,Rackham,13,0,0,6,0,0,7
234,Educational Studies,,,,,,,,
235,,Rackham,184,0,144,21,0,0,19
236,Education-Secondary,,,,,,,,
237,,Education,25,25,0,0,0,0,0
238,Electrical and Computer Engineering,,,,,,,,
239,,Rackham,80,0,80,0,0,0,0
240,Electrical Engineering,,,,,,,,
241,,Engineering,104,104,0,0,0,0,0
242,,Rackham,149,0,78,31,0,0,40
243,Electrical Engineering-Systems,,,,,,,,
244,,Rackham,77,0,44,22,0,0,11
245,Elementary Education,,,,,,,,
246,,Education,52,52,0,0,0,0,0
247,Endodontics,,,,,,,,
248,,Rackham,3,0,3,0,0,0,0
249,Energy Systems Engineering,,,,,,,,
250,,Engineering,59,0,59,0,0,0,0
251,Engineering,,,,,,,,
252,,Engineering,2,2,0,0,0,0,0
253,Engineering Education Research,,,,,,,,
254,,Rackham,0,0,0,0,0,0,0
255,Engineering Physics,,,,,,,,
256,,Engineering,8,8,0,0,0,0,0
257,English,,,,,,,,
258,,Literature Science & the Arts,189,189,0,0,0,0,0
259,English and Education,,,,,,,,
260,,Rackham,8,0,0,4,0,0,4
261,English & Women's Studies,,,,,,,,
262,,Rackham,2,0,0,0,0,0,2
263,English Language and Literature,,,,,,,,
264,,Rackham,27,0,6,7,0,0,14
265,Entrepreneurship,,,,,,,,
266,,Graduate Joined Deg Programs,10,0,10,0,0,0,0
267,Environment,,,,,,,,
268,,Literature Science & the Arts,118,118,0,0,0,0,0
269,Environmental Engineering,,,,,,,,
270,,Engineering,27,27,0,0,0,0,0
271,,Rackham,31,0,13,3,0,0,15
272,Environmental Health Sciences,,,,,,,,
273,,Public Health,21,0,21,0,0,0,0
274,,Rackham,7,0,2,2,0,0,3
275,Environmental Policy and Behavior,,,,,,,,
276,,Natural Resources & Environment,1,1,0,0,0,0,0
277,Epidemiological Science,,,,,,,,
278,,Rackham,33,0,2,8,0,0,23
279,Epidemiology,,,,,,,,
280,,Public Health,48,0,48,0,0,0,0
281,Evolutionary Anthropology,,,,,,,,
282,,Literature Science & the Arts,27,27,0,0,0,0,0
283,Family Nurse Practitioner,,,,,,,,
284,,Rackham,12,0,12,0,0,0,0
285,Film and Video Studies,,,,,,,,
286,,Literature Science & the Arts,1,1,0,0,0,0,0
287,Financial Engineering,,,,,,,,
288,,Rackham,2,0,2,0,0,0,0
289,Foundations of Public Health,,,,,,,,
290,,Public Health,0,0,0,0,0,0,0
291,French,,,,,,,,
