,The University of Michigan,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
0,"Graduates by Campus, Field of Specialization, and Degree Level",,,,,,,,
1,2012-2013,,,,,,,,
2,,,,,,,,,
3,,,,,,,,,
4,,,Degrees,,,,,,
5,,,,,,,Doctor's,Intermediate,Certificate of
6,,,Total,Bachelor,Master,Doctor,Professional,Professional,Candidacy
7,,,,,,,Practice,,
8,,,,,,,,,
9,Total,,16892,9120,5179,885,763,1,944
10,              Ann Arbor,,13614,6741,4281,884,763,1,944
11,              Dearborn,,1732,1267,464,1,0,0,0
12,              Flint,,1546,1112,434,0,0,0,0
13,,,,,,,,,
14,The University of Michigan - Ann Arbor,,,,,,,,
15,Accounting,,,,,,,,
16,,Business Administration,58,0,58,0,0,0,0
17,Acute Care Nursing,,,,,,,,
18,,Rackham,9,0,9,0,0,0,0
19,Adult/Gerontology Primary Care Nurse Practitioner,,,,,,,,
20,,Rackham,10,0,10,0,0,0,0
21,Adult-Gerontology Acute Care Nurse Practitioner,,,,,,,,
22,,Rackham,6,0,6,0,0,0,0
23,Aerospace Engineering,,,,,,,,
24,,Engineering,105,105,0,0,0,0,0
25,,Rackham,133,0,80,24,0,0,29
26,African Studies,,,,,,,,
27,,Rackham,0,0,0,0,0,0,0
28,Afroamerican and African Studies,,,,,,,,
29,,Literature Science & the Arts,16,16,0,0,0,0,0
30,American Culture,,,,,,,,
31,,Literature Science & the Arts,19,19,0,0,0,0,0
32,,Rackham,14,0,0,8,0,0,6
33,Ancient Civilizations and Biblical Studies,,,,,,,,
34,,Literature Science & the Arts,1,1,0,0,0,0,0
35,Anthropology,,,,,,,,
36,,Literature Science & the Arts,75,75,0,0,0,0,0
37,,Rackham,32,0,6,16,0,0,10
38,Anthropology and History,,,,,,,,
39,,Rackham,5,0,1,1,0,0,3
40,Applied and Interdisciplinary Mathematics,,,,,,,,
41,,Rackham,23,0,10,5,0,0,8
42,Applied Climate,,,,,,,,
43,,Engineering,3,0,3,0,0,0,0
44,Applied Economics,,,,,,,,
45,,Rackham,41,0,41,0,0,0,0
46,Applied Physics,,,,,,,,
47,,Rackham,31,0,5,16,0,0,10
48,Applied Statistics,,,,,,,,
49,,Rackham,25,0,25,0,0,0,0
50,Arabic Studies,,,,,,,,
51,,Rackham,4,0,4,0,0,0,0
52,"Arabic,Armenian,Persian,Turkish & Islamic Studies",,,,,,,,
53,,Literature Science & the Arts,35,35,0,0,0,0,0
54,Architecture,,,,,,,,
55,,Architecture & Urban Planning,141,86,55,0,0,0,0
56,,Rackham,23,0,11,5,0,0,7
57,Architecture Three Plus,,,,,,,,
58,,Architecture & Urban Planning,32,0,32,0,0,0,0
59,Archives and Records Management,,,,,,,,
60,,Graduate Information,42,0,42,0,0,0,0
61,Art,,,,,,,,
62,,Rackham,3,0,3,0,0,0,0
63,Art and Design,,,,,,,,
64,,Art and Design,112,112,0,0,0,0,0
65,Arts and Ideas,,,,,,,,
66,,Literature Science & the Arts,5,5,0,0,0,0,0
67,Asian Languages and Cultures,,,,,,,,
68,,Rackham,9,0,0,3,0,0,6
69,Asian Studies,,,,,,,,
70,,Literature Science & the Arts,46,46,0,0,0,0,0
71,Asian Studies: China,,,,,,,,
72,,Rackham,8,0,8,0,0,0,0
73,Asian Studies: Japan,,,,,,,,
74,,Rackham,10,0,10,0,0,0,0
75,Astronomy and Astrophysics,,,,,,,,
76,,Literature Science & the Arts,9,9,0,0,0,0,0
77,,Rackham,5,0,2,3,0,0,0
78,Athletic Training,,,,,,,,
79,,Kinesiology,11,11,0,0,0,0,0
80,Atmospheric and Space Science,,,,,,,,
81,,Rackham,5,0,0,5,0,0,0
82,"Atmospheric, Oceanic and Space Sciences",,,,,,,,
83,,Rackham,28,0,13,5,0,0,10
84,Automotive Engineering,,,,,,,,
85,,Engineering,7,0,7,0,0,0,0
86,Biochemistry,,,,,,,,
87,,Literature Science & the Arts,79,79,0,0,0,0,0
88,Bioinformatics,,,,,,,,
89,,Rackham,29,0,9,13,0,0,7
90,Biological Chemistry,,,,,,,,
91,,Rackham,16,0,1,7,0,0,8
92,Biology,,,,,,,,
93,,Literature Science & the Arts,118,118,0,0,0,0,0
94,Biomedical Engineering,,,,,,,,
95,,Engineering,58,58,0,0,0,0,0
96,,Rackham,121,0,75,24,0,0,22
97,Biomolecular Science,,,,,,,,
98,,Literature Science & the Arts,17,17,0,0,0,0,0
99,Biophysics,,,,,,,,
100,,Literature Science & the Arts,11,11,0,0,0,0,0
101,,Rackham,15,0,3,4,0,0,8
102,Biopsychology and Cognitive Science,,,,,,,,
103,,Literature Science & the Arts,2,2,0,0,0,0,0
104,"Biopsychology, Cognition and Neuroscience",,,,,,,,
105,,Literature Science & the Arts,212,212,0,0,0,0,0
106,Biostatistics,,,,,,,,
107,,Public Health,1,0,1,0,0,0,0
108,,Rackham,66,0,37,15,0,0,14
109,"Brain, Behavior, and Cognitive Sciences",,,,,,,,
110,,Literature Science & the Arts,38,38,0,0,0,0,0
111,Business Administration,,,,,,,,
112,,Business Administration,1202,394,808,0,0,0,0
113,,Rackham,33,0,5,15,0,0,13
114,Cancer Biology,,,,,,,,
115,,Rackham,7,0,0,0,0,0,7
116,Cell and Developmental Biology,,,,,,,,
117,,Rackham,12,0,2,6,0,0,4
118,Cellular and Molecular Biology,,,,,,,,
119,,Literature Science & the Arts,104,104,0,0,0,0,0
120,,Rackham,30,0,3,17,0,0,10
121,Cellular Biotechnology,,,,,,,,
122,,Rackham,0,0,0,0,0,0,0
123,Chamber Music,,,,,,,,
124,,"Music, Theatre & Dance",3,0,3,0,0,0,0
125,Chamber Music (Strings),,,,,,,,
126,,"Music, Theatre & Dance",1,0,1,0,0,0,0
127,Chamber Music (Winds),,,,,,,,
128,,"Music, Theatre & Dance",8,0,8,0,0,0,0
129,Chemical Biology,,,,,,,,
130,,Rackham,18,0,2,10,0,0,6
131,Chemical Engineering,,,,,,,,
132,,Engineering,132,132,0,0,0,0,0
133,,Rackham,69,0,14,9,0,0,46
134,Chemistry,,,,,,,,
135,,Literature Science & the Arts,33,33,0,0,0,0,0
136,,Rackham,93,0,28,31,0,0,34
137,Child Welfare,,,,,,,,
138,,Social Work,0,0,0,0,0,0,0
139,Church Music,,,,,,,,
140,,"Music, Theatre & Dance",1,0,1,0,0,0,0
141,Civil Engineering,,,,,,,,
142,,Engineering,90,90,0,0,0,0,0
143,,Rackham,33,0,21,6,0,0,6
144,Classical Archaeology,,,,,,,,
145,,Literature Science & the Arts,3,3,0,0,0,0,0
146,Classical Art and Archaeology,,,,,,,,
147,,Rackham,8,0,0,4,0,0,4
148,Classical Civilization,,,,,,,,
149,,Literature Science & the Arts,7,7,0,0,0,0,0
150,Classical Language and Literature,,,,,,,,
151,,Literature Science & the Arts,4,4,0,0,0,0,0
152,Classical Studies,,,,,,,,
153,,Rackham,10,0,0,6,0,0,4
154,Classical Studies-Latin,,,,,,,,
155,,Rackham,2,0,2,0,0,0,0
156,Clinical Research,,,,,,,,
157,,Rackham,7,0,7,0,0,0,0
